Wall Distance (cm),Setpoint (cm),Time (ms)
56,30,6447.800000000023
56,30,6479.100000000023
45,30,6510.400000000023
37,30,6541.7000000000235
26,30,6573.000000000024
24,30,6604.300000000024
21,30,6635.600000000024
20,30,6666.900000000024
19,30,6698.200000000024
18,30,6729.500000000025
17,30,6760.800000000025
17,30,6792.100000000025
17,30,6823.400000000025
18,30,6854.700000000025
19,30,6886.0000000000255
24,30,6917.300000000026
26,30,6948.600000000026
24,30,6979.900000000026
23,30,7011.200000000026
24,30,7042.500000000026
25,30,7073.800000000027
26,30,7105.100000000027
26,30,7136.400000000027
25,30,7167.700000000027
24,30,7199.000000000027
23,30,7230.3000000000275
21,30,7261.600000000028
21,30,7292.900000000028
21,30,7324.200000000028
21,30,7355.500000000028
21,30,7386.800000000028
21,30,7418.100000000029
21,30,7449.400000000029
21,30,7480.700000000029
22,30,7512.000000000029
23,30,7543.300000000029
24,30,7574.6000000000295
25,30,7605.90000000003
26,30,7637.20000000003
30,30,7668.50000000003
33,30,7699.80000000003
36,30,7731.10000000003
41,30,7762.400000000031
45,30,7793.700000000031
56,30,7825.000000000031
56,30,7856.300000000031
56,30,7887.600000000031
35,30,7918.9000000000315
21,30,7950.200000000032
35,30,7981.500000000032
56,30,8012.800000000032
56,30,8044.100000000032
45,30,8075.400000000032
41,30,8106.700000000033
43,30,8138.000000000033
43,30,8169.300000000033
41,30,8200.600000000033
56,30,8231.900000000032
56,30,8263.200000000032
56,30,8294.500000000031
56,30,8325.80000000003
56,30,8357.10000000003
56,30,8388.400000000029
56,30,8419.700000000028
56,30,8451.000000000027
56,30,8482.300000000027
56,30,8513.600000000026
56,30,8544.900000000025
56,30,8576.200000000024
56,30,8607.500000000024
56,30,8638.800000000023
56,30,8670.100000000022
56,30,8701.400000000021
56,30,8732.70000000002
56,30,8764.00000000002
56,30,8795.30000000002
56,30,8826.600000000019
56,30,8857.900000000018
56,30,8889.200000000017
56,30,8920.500000000016
56,30,8951.800000000016
56,30,8983.100000000015
56,30,9014.400000000014
41,30,9045.700000000013
31,30,9077.000000000013
26,30,9108.300000000012
23,30,9139.600000000011
21,30,9170.90000000001
19,30,9202.20000000001
18,30,9233.50000000001
17,30,9264.800000000008
16,30,9296.100000000008
16,30,9327.400000000007
15,30,9358.700000000006
15,30,9390.000000000005
14,30,9421.300000000005
14,30,9452.600000000004
15,30,9483.900000000003
16,30,9515.200000000003
18,30,9546.500000000002
20,30,9577.800000000001
22,30,9609.1
22,30,9640.4
21,30,9671.699999999999
21,30,9702.999999999998
22,30,9734.299999999997
24,30,9765.599999999997
25,30,9796.899999999996
24,30,9828.199999999995
23,30,9859.499999999995
22,30,9890.799999999994
8,30,9922.099999999993
7,30,9953.399999999992
7,30,9984.699999999992
13,30,10015.99999999999
7,30,10047.29999999999
7,30,10078.59999999999
