Wall Distance (cm),Setpoint (cm),Time (ms)
0,0,31.3
0,0,62.6
7,30,93.9
7,30,125.2
7,30,156.5
7,30,187.8
7,30,219.10000000000002
40,30,250.40000000000003
56,30,281.70000000000005
56,30,313.00000000000006
56,30,344.30000000000007
56,30,375.6000000000001
56,30,406.9000000000001
56,30,438.2000000000001
56,30,469.5000000000001
56,30,500.8000000000001
56,30,532.1000000000001
56,30,563.4000000000001
56,30,594.7
56,30,626.0
56,30,657.3
56,30,688.5999999999999
56,30,719.8999999999999
56,30,751.1999999999998
56,30,782.4999999999998
56,30,813.7999999999997
56,30,845.0999999999997
56,30,876.3999999999996
56,30,907.6999999999996
56,30,938.9999999999995
56,30,970.2999999999995
56,30,1001.5999999999995
56,30,1032.8999999999994
56,30,1064.1999999999994
56,30,1095.4999999999993
56,30,1126.7999999999993
56,30,1158.0999999999992
56,30,1189.3999999999992
51,30,1220.6999999999991
36,30,1251.999999999999
30,30,1283.299999999999
27,30,1314.599999999999
24,30,1345.899999999999
20,30,1377.199999999999
19,30,1408.4999999999989
17,30,1439.7999999999988
16,30,1471.0999999999988
16,30,1502.3999999999987
15,30,1533.6999999999987
15,30,1564.9999999999986
15,30,1596.2999999999986
16,30,1627.5999999999985
16,30,1658.8999999999985
17,30,1690.1999999999985
19,30,1721.4999999999984
24,30,1752.7999999999984
23,30,1784.0999999999983
23,30,1815.3999999999983
24,30,1846.6999999999982
26,30,1877.9999999999982
28,30,1909.2999999999981
26,30,1940.599999999998
25,30,1971.899999999998
24,30,2003.199999999998
24,30,2034.499999999998
24,30,2065.799999999998
24,30,2097.099999999998
24,30,2128.3999999999983
24,30,2159.6999999999985
24,30,2190.9999999999986
25,30,2222.299999999999
26,30,2253.599999999999
27,30,2284.899999999999
28,30,2316.1999999999994
32,30,2347.4999999999995
34,30,2378.7999999999997
36,30,2410.1
38,30,2441.4
38,30,2472.7000000000003
41,30,2504.0000000000005
42,30,2535.3000000000006
43,30,2566.600000000001
45,30,2597.900000000001
50,30,2629.200000000001
56,30,2660.5000000000014
56,30,2691.8000000000015
40,30,2723.1000000000017
19,30,2754.400000000002
32,30,2785.700000000002
55,30,2817.0000000000023
56,30,2848.3000000000025
48,30,2879.6000000000026
41,30,2910.900000000003
42,30,2942.200000000003
39,30,2973.500000000003
35,30,3004.8000000000034
56,30,3036.1000000000035
56,30,3067.4000000000037
56,30,3098.700000000004
56,30,3130.000000000004
56,30,3161.3000000000043
56,30,3192.6000000000045
56,30,3223.9000000000046
56,30,3255.200000000005
56,30,3286.500000000005
56,30,3317.800000000005
56,30,3349.1000000000054
56,30,3380.4000000000055
56,30,3411.7000000000057
56,30,3443.000000000006
56,30,3474.300000000006
56,30,3505.6000000000063
56,30,3536.9000000000065
56,30,3568.2000000000066
56,30,3599.500000000007
56,30,3630.800000000007
56,30,3662.100000000007
56,30,3693.4000000000074
56,30,3724.7000000000075
56,30,3756.0000000000077
56,30,3787.300000000008
56,30,3818.600000000008
56,30,3849.9000000000083
48,30,3881.2000000000085
40,30,3912.5000000000086
32,30,3943.800000000009
26,30,3975.100000000009
23,30,4006.400000000009
21,30,4037.7000000000094
19,30,4069.0000000000095
19,30,4100.300000000009
18,30,4131.6000000000095
17,30,4162.90000000001
17,30,4194.20000000001
16,30,4225.50000000001
16,30,4256.80000000001
16,30,4288.10000000001
19,30,4319.400000000011
21,30,4350.700000000011
24,30,4382.000000000011
24,30,4413.300000000011
22,30,4444.600000000011
23,30,4475.9000000000115
24,30,4507.200000000012
26,30,4538.500000000012
26,30,4569.800000000012
24,30,4601.100000000012
23,30,4632.400000000012
23,30,4663.700000000013
21,30,4695.000000000013
21,30,4726.300000000013
21,30,4757.600000000013
21,30,4788.900000000013
21,30,4820.2000000000135
22,30,4851.500000000014
22,30,4882.800000000014
22,30,4914.100000000014
22,30,4945.400000000014
24,30,4976.700000000014
25,30,5008.000000000015
26,30,5039.300000000015
29,30,5070.600000000015
31,30,5101.900000000015
36,30,5133.200000000015
41,30,5164.5000000000155
45,30,5195.800000000016
51,30,5227.100000000016
56,30,5258.400000000016
56,30,5289.700000000016
33,30,5321.000000000016
26,30,5352.300000000017
28,30,5383.600000000017
56,30,5414.900000000017
56,30,5446.200000000017
54,30,5477.500000000017
43,30,5508.8000000000175
41,30,5540.100000000018
45,30,5571.400000000018
48,30,5602.700000000018
56,30,5634.000000000018
56,30,5665.300000000018
56,30,5696.600000000019
56,30,5727.900000000019
56,30,5759.200000000019
56,30,5790.500000000019
56,30,5821.800000000019
56,30,5853.1000000000195
56,30,5884.40000000002
56,30,5915.70000000002
56,30,5947.00000000002
56,30,5978.30000000002
56,30,6009.60000000002
56,30,6040.900000000021
56,30,6072.200000000021
56,30,6103.500000000021
56,30,6134.800000000021
56,30,6166.100000000021
56,30,6197.4000000000215
56,30,6228.700000000022
56,30,6260.000000000022
56,30,6291.300000000022
56,30,6322.600000000022
56,30,6353.900000000022
56,30,6385.200000000023
56,30,6416.500000000023
