Wall Distance (cm),Setpoint (cm),Time (ms)
7,30,31.3
40,30,62.6
36,30,93.9
24,30,125.2
28,30,156.5
35,30,187.8
39,30,219.10000000000002
31,30,250.40000000000003
28,30,281.70000000000005
26,30,313.00000000000006
25,30,344.30000000000007
24,30,375.6000000000001
23,30,406.9000000000001
23,30,438.2000000000001
23,30,469.5000000000001
25,30,500.8000000000001
29,30,532.1000000000001
33,30,563.4000000000001
37,30,594.7
44,30,626.0
54,30,657.3
56,30,688.5999999999999
56,30,719.8999999999999
56,30,751.1999999999998
56,30,782.4999999999998
56,30,813.7999999999997
45,30,845.0999999999997
28,30,876.3999999999996
20,30,907.6999999999996
15,30,938.9999999999995
12,30,970.2999999999995
11,30,1001.5999999999995
9,30,1032.8999999999994
9,30,1064.1999999999994
8,30,1095.4999999999993
8,30,1126.7999999999993
8,30,1158.0999999999992
8,30,1189.3999999999992
8,30,1220.6999999999991
9,30,1251.999999999999
9,30,1283.299999999999
12,30,1314.599999999999
14,30,1345.899999999999
18,30,1377.199999999999
41,30,1408.4999999999989
56,30,1439.7999999999988
56,30,1471.0999999999988
56,30,1502.3999999999987
56,30,1533.6999999999987
56,30,1564.9999999999986
56,30,1596.2999999999986
56,30,1627.5999999999985
56,30,1658.8999999999985
56,30,1690.1999999999985
56,30,1721.4999999999984
56,30,1752.7999999999984
56,30,1784.0999999999983
56,30,1815.3999999999983
56,30,1846.6999999999982
56,30,1877.9999999999982
34,30,1909.2999999999981
23,30,1940.599999999998
17,30,1971.899999999998
14,30,2003.199999999998
12,30,2034.499999999998
11,30,2065.799999999998
10,30,2097.099999999998
9,30,2128.3999999999983
9,30,2159.6999999999985
8,30,2190.9999999999986
8,30,2222.299999999999
8,30,2253.599999999999
8,30,2284.899999999999
9,30,2316.1999999999994
10,30,2347.4999999999995
13,30,2378.7999999999997
17,30,2410.1
27,30,2441.4
56,30,2472.7000000000003
56,30,2504.0000000000005
56,30,2535.3000000000006
56,30,2566.600000000001
56,30,2597.900000000001
56,30,2629.200000000001
56,30,2660.5000000000014
56,30,2691.8000000000015
56,30,2723.1000000000017
56,30,2754.400000000002
56,30,2785.700000000002
56,30,2817.0000000000023
56,30,2848.3000000000025
56,30,2879.6000000000026
41,30,2910.900000000003
24,30,2942.200000000003
17,30,2973.500000000003
14,30,3004.8000000000034
12,30,3036.1000000000035
12,30,3067.4000000000037
10,30,3098.700000000004
9,30,3130.000000000004
9,30,3161.3000000000043
9,30,3192.6000000000045
9,30,3223.9000000000046
9,30,3255.200000000005
9,30,3286.500000000005
9,30,3317.800000000005
10,30,3349.1000000000054
13,30,3380.4000000000055
16,30,3411.7000000000057
24,30,3443.000000000006
46,30,3474.300000000006
56,30,3505.6000000000063
56,30,3536.9000000000065
56,30,3568.2000000000066
56,30,3599.500000000007
56,30,3630.800000000007
56,30,3662.100000000007
56,30,3693.4000000000074
56,30,3724.7000000000075
56,30,3756.0000000000077
56,30,3787.300000000008
56,30,3818.600000000008
56,30,3849.9000000000083
56,30,3881.2000000000085
56,30,3912.5000000000086
30,30,3943.800000000009
21,30,3975.100000000009
17,30,4006.400000000009
14,30,4037.7000000000094
13,30,4069.0000000000095
11,30,4100.300000000009
9,30,4131.6000000000095
9,30,4162.90000000001
9,30,4194.20000000001
9,30,4225.50000000001
9,30,4256.80000000001
9,30,4288.10000000001
9,30,4319.400000000011
9,30,4350.700000000011
10,30,4382.000000000011
12,30,4413.300000000011
15,30,4444.600000000011
20,30,4475.9000000000115
37,30,4507.200000000012
56,30,4538.500000000012
56,30,4569.800000000012
56,30,4601.100000000012
56,30,4632.400000000012
56,30,4663.700000000013
56,30,4695.000000000013
56,30,4726.300000000013
56,30,4757.600000000013
56,30,4788.900000000013
56,30,4820.2000000000135
56,30,4851.500000000014
56,30,4882.800000000014
56,30,4914.100000000014
56,30,4945.400000000014
56,30,4976.700000000014
33,30,5008.000000000015
22,30,5039.300000000015
16,30,5070.600000000015
14,30,5101.900000000015
12,30,5133.200000000015
12,30,5164.5000000000155
10,30,5195.800000000016
9,30,5227.100000000016
9,30,5258.400000000016
9,30,5289.700000000016
9,30,5321.000000000016
9,30,5352.300000000017
10,30,5383.600000000017
12,30,5414.900000000017
14,30,5446.200000000017
20,30,5477.500000000017
35,30,5508.8000000000175
51,30,5540.100000000018
56,30,5571.400000000018
56,30,5602.700000000018
56,30,5634.000000000018
56,30,5665.300000000018
56,30,5696.600000000019
56,30,5727.900000000019
56,30,5759.200000000019
56,30,5790.500000000019
56,30,5821.800000000019
56,30,5853.1000000000195
56,30,5884.40000000002
56,30,5915.70000000002
38,30,5947.00000000002
25,30,5978.30000000002
18,30,6009.60000000002
14,30,6040.900000000021
12,30,6072.200000000021
11,30,6103.500000000021
9,30,6134.800000000021
9,30,6166.100000000021
8,30,6197.4000000000215
8,30,6228.700000000022
8,30,6260.000000000022
8,30,6291.300000000022
9,30,6322.600000000022
9,30,6353.900000000022
11,30,6385.200000000023
13,30,6416.500000000023
16,30,6447.800000000023
26,30,6479.100000000023
39,30,6510.400000000023
56,30,6541.7000000000235
56,30,6573.000000000024
56,30,6604.300000000024
56,30,6635.600000000024
56,30,6666.900000000024
56,30,6698.200000000024
56,30,6729.500000000025
56,30,6760.800000000025
56,30,6792.100000000025
56,30,6823.400000000025
56,30,6854.700000000025
56,30,6886.0000000000255
56,30,6917.300000000026
56,30,6948.600000000026
56,30,6979.900000000026
48,30,7011.200000000026
32,30,7042.500000000026
19,30,7073.800000000027
14,30,7105.100000000027
12,30,7136.400000000027
11,30,7167.700000000027
9,30,7199.000000000027
9,30,7230.3000000000275
8,30,7261.600000000028
7,30,7292.900000000028
7,30,7324.200000000028
7,30,7355.500000000028
7,30,7386.800000000028
8,30,7418.100000000029
9,30,7449.400000000029
10,30,7480.700000000029
12,30,7512.000000000029
17,30,7543.300000000029
31,30,7574.6000000000295
56,30,7605.90000000003
56,30,7637.20000000003
56,30,7668.50000000003
56,30,7699.80000000003
56,30,7731.10000000003
56,30,7762.400000000031
56,30,7793.700000000031
56,30,7825.000000000031
56,30,7856.300000000031
56,30,7887.600000000031
56,30,7918.9000000000315
56,30,7950.200000000032
56,30,7981.500000000032
56,30,8012.800000000032
56,30,8044.100000000032
56,30,8075.400000000032
56,30,8106.700000000033
56,30,8138.000000000033
56,30,8169.300000000033
56,30,8200.600000000033
56,30,8231.900000000032
31,30,8263.200000000032
10,30,8294.500000000031
8,30,8325.80000000003
7,30,8357.10000000003
7,30,8388.400000000029
7,30,8419.700000000028
7,30,8451.000000000027
7,30,8482.300000000027
7,30,8513.600000000026
7,30,8544.900000000025
7,30,8576.200000000024
36,30,8607.500000000024
56,30,8638.800000000023
56,30,8670.100000000022
56,30,8701.400000000021
56,30,8732.70000000002
56,30,8764.00000000002
56,30,8795.30000000002
56,30,8826.600000000019
56,30,8857.900000000018
56,30,8889.200000000017
56,30,8920.500000000016
56,30,8951.800000000016
56,30,8983.100000000015
56,30,9014.400000000014
43,30,9045.700000000013
56,30,9077.000000000013
56,30,9108.300000000012
56,30,9139.600000000011
56,30,9170.90000000001
56,30,9202.20000000001
56,30,9233.50000000001
56,30,9264.800000000008
56,30,9296.100000000008
56,30,9327.400000000007
56,30,9358.700000000006
56,30,9390.000000000005
47,30,9421.300000000005
7,30,9452.600000000004
7,30,9483.900000000003
7,30,9515.200000000003
7,30,9546.500000000002
