Wall Distance (cm),Setpoint (cm),Error (cm),Duty Cycle Offset,Proportional Term,Integral Term,Derivative Term,Time (ms)
33,30,-3,-1890,-1890,0,0,31.3
38,30,-8,-7016,-5040,0,-1976,62.6
38,30,-8,-5040,-5040,0,0,93.9
38,30,-8,-5040,-5040,0,0,125.2
38,30,-8,-5040,-5040,0,0,156.5
37,30,-7,-4163,-4410,0,247,187.8
36,30,-6,-3533,-3780,0,247,219.10000000000002
35,30,-5,-2903,-3150,0,247,250.40000000000003
35,30,-5,-3150,-3150,0,0,281.70000000000005
34,30,-4,-2273,-2520,0,247,313.00000000000006
34,30,-4,-2520,-2520,0,0,344.30000000000007
33,30,-3,-1643,-1890,0,247,375.6000000000001
33,30,-3,-1890,-1890,0,0,406.9000000000001
32,30,-2,-1013,-1260,0,247,438.2000000000001
31,30,-1,-383,-630,0,247,469.5000000000001
30,30,0,247,0,0,247,500.8000000000001
30,30,0,0,0,0,0,532.1000000000001
30,30,0,0,0,0,0,563.4000000000001
30,30,0,0,0,0,0,594.7
30,30,0,0,0,0,0,626.0
30,30,0,0,0,0,0,657.3
30,30,0,0,0,0,0,688.5999999999999
29,30,1,877,630,0,247,719.8999999999999
29,30,1,630,630,0,0,751.1999999999998
30,30,0,-247,0,0,-247,782.4999999999998
30,30,0,0,0,0,0,813.7999999999997
29,30,1,877,630,0,247,845.0999999999997
29,30,1,630,630,0,0,876.3999999999996
29,30,1,630,630,0,0,907.6999999999996
29,30,1,630,630,0,0,938.9999999999995
29,30,1,630,630,0,0,970.2999999999995
29,30,1,630,630,0,0,1001.5999999999995
29,30,1,630,630,0,0,1032.8999999999994
29,30,1,630,630,0,0,1064.1999999999994
29,30,1,630,630,0,0,1095.4999999999993
29,30,1,630,630,0,0,1126.7999999999993
29,30,1,630,630,0,0,1158.0999999999992
29,30,1,630,630,0,0,1189.3999999999992
29,30,1,630,630,0,0,1220.6999999999991
29,30,1,630,630,0,0,1251.999999999999
29,30,1,630,630,0,0,1283.299999999999
30,30,0,-247,0,0,-247,1314.599999999999
30,30,0,0,0,0,0,1345.899999999999
30,30,0,0,0,0,0,1377.199999999999
30,30,0,0,0,0,0,1408.4999999999989
30,30,0,0,0,0,0,1439.7999999999988
30,30,0,0,0,0,0,1471.0999999999988
30,30,0,0,0,0,0,1502.3999999999987
31,30,-1,-877,-630,0,-247,1533.6999999999987
31,30,-1,-630,-630,0,0,1564.9999999999986
32,30,-2,-1507,-1260,0,-247,1596.2999999999986
32,30,-2,-1260,-1260,0,0,1627.5999999999985
32,30,-2,-1260,-1260,0,0,1658.8999999999985
32,30,-2,-1260,-1260,0,0,1690.1999999999985
32,30,-2,-1260,-1260,0,0,1721.4999999999984
32,30,-2,-1260,-1260,0,0,1752.7999999999984
32,30,-2,-1260,-1260,0,0,1784.0999999999983
32,30,-2,-1260,-1260,0,0,1815.3999999999983
32,30,-2,-1260,-1260,0,0,1846.6999999999982
32,30,-2,-1260,-1260,0,0,1877.9999999999982
32,30,-2,-1260,-1260,0,0,1909.2999999999981
33,30,-3,-2137,-1890,0,-247,1940.599999999998
33,30,-3,-1890,-1890,0,0,1971.899999999998
32,30,-2,-1013,-1260,0,247,2003.199999999998
32,30,-2,-1260,-1260,0,0,2034.499999999998
32,30,-2,-1260,-1260,0,0,2065.799999999998
32,30,-2,-1260,-1260,0,0,2097.099999999998
32,30,-2,-1260,-1260,0,0,2128.3999999999983
32,30,-2,-1260,-1260,0,0,2159.6999999999985
33,30,-3,-2137,-1890,0,-247,2190.9999999999986
33,30,-3,-1890,-1890,0,0,2222.299999999999
32,30,-2,-1013,-1260,0,247,2253.599999999999
32,30,-2,-1260,-1260,0,0,2284.899999999999
32,30,-2,-1260,-1260,0,0,2316.1999999999994
32,30,-2,-1260,-1260,0,0,2347.4999999999995
32,30,-2,-1260,-1260,0,0,2378.7999999999997
32,30,-2,-1260,-1260,0,0,2410.1
32,30,-2,-1260,-1260,0,0,2441.4
32,30,-2,-1260,-1260,0,0,2472.7000000000003
32,30,-2,-1260,-1260,0,0,2504.0000000000005
32,30,-2,-1260,-1260,0,0,2535.3000000000006
32,30,-2,-1260,-1260,0,0,2566.600000000001
32,30,-2,-1260,-1260,0,0,2597.900000000001
32,30,-2,-1260,-1260,0,0,2629.200000000001
33,30,-3,-2137,-1890,0,-247,2660.5000000000014
33,30,-3,-1890,-1890,0,0,2691.8000000000015
32,30,-2,-1013,-1260,0,247,2723.1000000000017
32,30,-2,-1260,-1260,0,0,2754.400000000002
32,30,-2,-1260,-1260,0,0,2785.700000000002
31,30,-1,-383,-630,0,247,2817.0000000000023
30,30,0,247,0,0,247,2848.3000000000025
29,30,1,877,630,0,247,2879.6000000000026
30,30,0,-247,0,0,-247,2910.900000000003
33,30,-3,-2631,-1890,0,-741,2942.200000000003
40,30,-10,-8029,-6300,0,-1729,2973.500000000003
68,30,-38,-16384,-23940,0,-6916,3004.8000000000034
74,30,-44,-16384,-27720,0,-1482,3036.1000000000035
76,30,-46,-16384,-28980,0,-494,3067.4000000000037
76,30,-46,-16384,-28980,0,0,3098.700000000004
76,30,-46,-16384,-28980,0,0,3130.000000000004
74,30,-44,-16384,-27720,0,494,3161.3000000000043
76,30,-46,-16384,-28980,0,-494,3192.6000000000045
68,30,-38,-16384,-23940,0,1976,3223.9000000000046
25,30,5,13771,3150,0,10621,3255.200000000005
25,30,5,3150,3150,0,0,3286.500000000005
24,30,6,4027,3780,0,247,3317.800000000005
22,30,8,5534,5040,0,494,3349.1000000000054
21,30,9,5917,5670,0,247,3380.4000000000055
20,30,10,6547,6300,0,247,3411.7000000000057
19,30,11,7177,6930,0,247,3443.000000000006
19,30,11,6930,6930,0,0,3474.300000000006
18,30,12,7807,7560,0,247,3505.6000000000063
18,30,12,7560,7560,0,0,3536.9000000000065
18,30,12,7560,7560,0,0,3568.2000000000066
18,30,12,7560,7560,0,0,3599.500000000007
19,30,11,6683,6930,0,-247,3630.800000000007
76,30,-46,-16384,-28980,0,-14079,3662.100000000007
80,30,-50,-16384,-31500,0,-988,3693.4000000000074
80,30,-50,-16384,-31500,0,0,3724.7000000000075
80,30,-50,-16384,-31500,0,0,3756.0000000000077
80,30,-50,-16384,-31500,0,0,3787.300000000008
80,30,-50,-16384,-31500,0,0,3818.600000000008
80,30,-50,-16384,-31500,0,0,3849.9000000000083
80,30,-50,-16384,-31500,0,0,3881.2000000000085
80,30,-50,-16384,-31500,0,0,3912.5000000000086
80,30,-50,-16384,-31500,0,0,3943.800000000009
70,30,-40,-16384,-25200,0,2470,3975.100000000009
38,30,-8,2864,-5040,0,7904,4006.400000000009
39,30,-9,-5917,-5670,0,-247,4037.7000000000094
44,30,-14,-10055,-8820,0,-1235,4069.0000000000095
44,30,-14,-8820,-8820,0,0,4100.300000000009
40,30,-10,-5312,-6300,0,988,4131.6000000000095
40,30,-10,-6300,-6300,0,0,4162.90000000001
35,30,-5,-1915,-3150,0,1235,4194.20000000001
30,30,0,1235,0,0,1235,4225.50000000001
29,30,1,877,630,0,247,4256.80000000001
25,30,5,4138,3150,0,988,4288.10000000001
22,30,8,5781,5040,0,741,4319.400000000011
22,30,8,5040,5040,0,0,4350.700000000011
21,30,9,5917,5670,0,247,4382.000000000011
22,30,8,4793,5040,0,-247,4413.300000000011
24,30,6,3286,3780,0,-494,4444.600000000011
26,30,4,2026,2520,0,-494,4475.9000000000115
28,30,2,766,1260,0,-494,4507.200000000012
32,30,-2,-2248,-1260,0,-988,4538.500000000012
39,30,-9,-7399,-5670,0,-1729,4569.800000000012
42,30,-12,-8301,-7560,0,-741,4601.100000000012
42,30,-12,-7560,-7560,0,0,4632.400000000012
42,30,-12,-7560,-7560,0,0,4663.700000000013
42,30,-12,-7560,-7560,0,0,4695.000000000013
44,30,-14,-9314,-8820,0,-494,4726.300000000013
36,30,-6,-1804,-3780,0,1976,4757.600000000013
40,30,-10,-7288,-6300,0,-988,4788.900000000013
40,30,-10,-6300,-6300,0,0,4820.2000000000135
40,30,-10,-6300,-6300,0,0,4851.500000000014
39,30,-9,-5423,-5670,0,247,4882.800000000014
39,30,-9,-5670,-5670,0,0,4914.100000000014
38,30,-8,-4793,-5040,0,247,4945.400000000014
37,30,-7,-4163,-4410,0,247,4976.700000000014
35,30,-5,-2656,-3150,0,494,5008.000000000015
35,30,-5,-3150,-3150,0,0,5039.300000000015
33,30,-3,-1396,-1890,0,494,5070.600000000015
32,30,-2,-1013,-1260,0,247,5101.900000000015
31,30,-1,-383,-630,0,247,5133.200000000015
31,30,-1,-630,-630,0,0,5164.5000000000155
31,30,-1,-630,-630,0,0,5195.800000000016
30,30,0,247,0,0,247,5227.100000000016
30,30,0,0,0,0,0,5258.400000000016
30,30,0,0,0,0,0,5289.700000000016
30,30,0,0,0,0,0,5321.000000000016
30,30,0,0,0,0,0,5352.300000000017
31,30,-1,-877,-630,0,-247,5383.600000000017
32,30,-2,-1507,-1260,0,-247,5414.900000000017
32,30,-2,-1260,-1260,0,0,5446.200000000017
33,30,-3,-2137,-1890,0,-247,5477.500000000017
33,30,-3,-1890,-1890,0,0,5508.8000000000175
33,30,-3,-1890,-1890,0,0,5540.100000000018
33,30,-3,-1890,-1890,0,0,5571.400000000018
34,30,-4,-2767,-2520,0,-247,5602.700000000018
34,30,-4,-2520,-2520,0,0,5634.000000000018
34,30,-4,-2520,-2520,0,0,5665.300000000018
35,30,-5,-3397,-3150,0,-247,5696.600000000019
35,30,-5,-3150,-3150,0,0,5727.900000000019
35,30,-5,-3150,-3150,0,0,5759.200000000019
35,30,-5,-3150,-3150,0,0,5790.500000000019
35,30,-5,-3150,-3150,0,0,5821.800000000019
35,30,-5,-3150,-3150,0,0,5853.1000000000195
34,30,-4,-2273,-2520,0,247,5884.40000000002
34,30,-4,-2520,-2520,0,0,5915.70000000002
34,30,-4,-2520,-2520,0,0,5947.00000000002
33,30,-3,-1643,-1890,0,247,5978.30000000002
32,30,-2,-1013,-1260,0,247,6009.60000000002
31,30,-1,-383,-630,0,247,6040.900000000021
30,30,0,247,0,0,247,6072.200000000021
30,30,0,0,0,0,0,6103.500000000021
29,30,1,877,630,0,247,6134.800000000021
29,30,1,630,630,0,0,6166.100000000021
34,30,-4,-3755,-2520,0,-1235,6197.4000000000215
44,30,-14,-11290,-8820,0,-2470,6228.700000000022
74,30,-44,-16384,-27720,0,-7410,6260.000000000022
78,30,-48,-16384,-30240,0,-988,6291.300000000022
80,30,-50,-16384,-31500,0,-494,6322.600000000022
