Wall Distance (cm),Setpoint (cm),Time (ms)
16,18,8388.400000000029
16,18,8419.700000000028
16,18,8451.000000000027
16,18,8482.300000000027
16,18,8513.600000000026
17,18,8544.900000000025
18,18,8576.200000000024
19,18,8607.500000000024
19,18,8638.800000000023
19,18,8670.100000000022
19,18,8701.400000000021
20,18,8732.70000000002
20,18,8764.00000000002
20,18,8795.30000000002
21,18,8826.600000000019
21,18,8857.900000000018
21,18,8889.200000000017
22,18,8920.500000000016
22,18,8951.800000000016
22,18,8983.100000000015
22,18,9014.400000000014
23,18,9045.700000000013
23,18,9077.000000000013
22,18,9108.300000000012
22,18,9139.600000000011
21,18,9170.90000000001
21,18,9202.20000000001
20,18,9233.50000000001
19,18,9264.800000000008
19,18,9296.100000000008
19,18,9327.400000000007
18,18,9358.700000000006
18,18,9390.000000000005
18,18,9421.300000000005
18,18,9452.600000000004
18,18,9483.900000000003
18,18,9515.200000000003
18,18,9546.500000000002
18,18,9577.800000000001
18,18,9609.1
18,18,9640.4
18,18,9671.699999999999
19,18,9702.999999999998
19,18,9734.299999999997
19,18,9765.599999999997
19,18,9796.899999999996
19,18,9828.199999999995
19,18,9859.499999999995
19,18,9890.799999999994
19,18,9922.099999999993
19,18,9953.399999999992
19,18,9984.699999999992
19,18,10015.99999999999
19,18,10047.29999999999
19,18,10078.59999999999
19,18,10109.899999999989
19,18,10141.199999999988
19,18,10172.499999999987
19,18,10203.799999999987
19,18,10235.099999999986
19,18,10266.399999999985
19,18,10297.699999999984
19,18,10328.999999999984
19,18,10360.299999999983
19,18,10391.599999999982
19,18,10422.899999999981
19,18,10454.19999999998
18,18,10485.49999999998
18,18,10516.79999999998
18,18,10548.099999999979
18,18,10579.399999999978
18,18,10610.699999999977
18,18,10641.999999999976
18,18,10673.299999999976
18,18,10704.599999999975
18,18,10735.899999999974
18,18,10767.199999999973
19,18,10798.499999999973
19,18,10829.799999999972
19,18,10861.099999999971
19,18,10892.39999999997
19,18,10923.69999999997
19,18,10954.999999999969
19,18,10986.299999999968
19,18,11017.599999999968
19,18,11048.899999999967
19,18,11080.199999999966
19,18,11111.499999999965
19,18,11142.799999999965
19,18,11174.099999999964
19,18,11205.399999999963
19,18,11236.699999999963
19,18,11267.999999999962
19,18,11299.299999999961
19,18,11330.59999999996
19,18,11361.89999999996
19,18,11393.199999999959
19,18,11424.499999999958
19,18,11455.799999999957
19,18,11487.099999999957
19,18,11518.399999999956
19,18,11549.699999999955
18,18,11580.999999999955
18,18,11612.299999999954
18,18,11643.599999999953
18,18,11674.899999999952
17,18,11706.199999999952
17,18,11737.49999999995
16,18,11768.79999999995
14,18,11800.09999999995
14,18,11831.399999999949
14,18,11862.699999999948
15,18,11893.999999999947
21,18,11925.299999999947
23,18,11956.599999999946
22,18,11987.899999999945
21,18,12019.199999999944
23,18,12050.499999999944
28,18,12081.799999999943
21,18,12113.099999999942
9,18,12144.399999999941
7,18,12175.69999999994
7,18,12206.99999999994
7,18,12238.29999999994
7,18,12269.599999999939
7,18,12300.899999999938
